Suburb,BuildingArea,Latitude,Longitude,Price_USD
Glen Iris,169.0,-37.84949,145.07726,1417500.0
Glen Waverley,161.0,-37.87173,145.15267,1312500.0
Glen Waverley,106.0,-37.88245,145.15982,825000.0
Glenroy,95.0,-37.69777,144.91952,521250.0
Greensborough,21.0,-37.71437,145.10112,612750.0
Greenvale,204.0,-37.64049,144.8846,510000.0
Hadfield,113.0,-37.70328,144.94161,620250.0
Hadfield,139.0,-37.70903,144.93995,470250.0
Hawthorn,47.0,-37.82694,145.03094,420000.0
Hawthorn,84.0,-37.82258,145.0193,603750.0
Hawthorn East,141.0,-37.82911,145.04531,1406250.0
Hawthorn East,199.0,-37.83539,145.0431,1740000.0
Hawthorn East,177.0,-37.84506,145.05246,1098750.0
Heathmont,140.0,-37.8327,145.2348,525750.0
Heidelberg Heights,125.0,-37.73736,145.05603,663750.0
Hillside,153.0,-37.68811,144.74999,363750.0
Hoppers Crossing,136.0,-37.87498,144.69617,416625.0
Ivanhoe,145.0,-37.75822,145.05056,682500.0
Ivanhoe,128.0,-37.76538,145.04964,975000.0
Keilor Park,126.0,-37.72544,144.85259,502500.0
Kensington,105.7,-37.7902,144.93192,742500.0
Kew,109.0,-37.81439,145.04237,706500.0
Kew,62.0,-37.80468,145.03614,386250.0
Kew East,192.0,-37.79172,145.05863,1621500.0
Keysborough,159.0,-37.9887,145.16158,558750.0
Kingsbury,120.0,-37.7126,145.02996,600000.75
Lalor,100.0,-37.67056,145.03698,390750.0
Malvern,72.9,-37.86824,145.03504,444000.0
Malvern East,146.0,-37.8683,145.03909,1335000.0
Maribyrnong,221.3,-37.7833,144.89717,813750.0
Mentone,104.0,-37.98937,145.06723,600000.0
Mentone,129.0,-37.97584,145.08107,663750.0
Middle Park,128.0,-37.85356,144.96415,1507500.0
Mill Park,184.0,-37.67348,145.06982,549000.0
Mill Park,158.0,-37.67681,145.06414,540000.0
Mill Park,113.2,-37.67561,145.05641,417375.0
Moonee Ponds,203.0,-37.76086,144.90497,1387500.0
Moonee Ponds,110.0,-37.76856,144.90577,570000.0
Mordialloc,179.0,-38.002,145.08916,877500.0
Mount Waverley,135.0,-37.8605,145.12853,758250.0
Niddrie,254.0,-37.74103,144.88496,1002750.0
North Melbourne,66.0,-37.79489,144.94207,727500.0
Oak Park,189.0,-37.72001,144.91683,853500.0
Oakleigh East,90.0,-37.90241,145.12378,835500.0
Oakleigh East,90.0,-37.89941,145.11523,555000.0
Oakleigh South,161.0,-37.93543,145.08408,840000.0
Ormond,33.0,-37.90296,145.04637,210000.0
Ormond,72.0,-37.90335,145.03718,363750.0
Parkdale,197.0,-37.99544,145.08727,986250.0
Port Melbourne,189.0,-37.8429,144.94487,1293750.0
Prahran,138.0,-37.84957,144.9889,1050000.0
Preston,217.0,-37.73472,144.99658,1050000.0
Preston,115.0,-37.73912,145.01298,660750.0
Preston,120.0,-37.74946,145.00875,708750.0
Preston,126.0,-37.74794,144.99111,907500.0
Preston,94.0,-37.73314,145.03437,543750.0
Preston,103.0,-37.73443,145.00201,729375.0
Preston,123.0,-37.74739,145.00934,716250.0
Princes Hill,194.0,-37.78251,144.96817,1425000.0
Richmond,66.0,-37.82046,144.99398,431250.0
Ringwood East,179.0,-37.81656,145.24247,682500.0
Ringwood East,151.0,-37.81186,145.25419,900000.0
Roxburgh Park,141.0,-37.63382,144.92774,318750.0
Sandringham,166.0,-37.95326,145.01779,1725000.0
Sandringham,150.0,-37.94785,145.01467,1282500.0
Sandringham,235.0,-37.95372,145.00608,1665750.0
Seabrook,98.0,-37.87793,144.75626,386250.0
Seddon,124.0,-37.80779,144.88887,885000.0
South Kingsville,129.0,-37.83137,144.86731,592500.0
South Yarra,73.0,-37.84712,144.99967,600000.0
South Yarra,133.0,-37.83554,144.97956,1657500.0
South Yarra,132.0,-37.84497,144.99781,1050000.0
South Yarra,63.0,-37.84468,145.00368,401250.0
Southbank,51.0,-37.83014,144.96967,316500.0
Strathmore,120.0,-37.73519,144.92374,592500.0
Surrey Hills,80.0,-37.83275,145.1055,555000.0
Taylors Hill,231.0,-37.71594,144.7415,510000.0
Templestowe,188.0,-37.75289,145.12826,1012500.0
Templestowe Lower,198.0,-37.76577,145.10729,757500.0
Thomastown,152.0,-37.68403,144.99246,555000.0
Thornbury,65.0,-37.75257,145.00279,369750.0
Thornbury,120.0,-37.75231,144.99023,1219500.0
Toorak,64.0,-37.83732,145.01164,412500.0
Toorak,60.0,-37.84301,145.02641,511500.0
Vermont,207.0,-37.83368,145.20409,731250.0
Vermont,125.0,-37.83581,145.19802,615000.0
Watsonia North,116.0,-37.7004,145.09033,491250.0
Werribee,151.0,-37.89363,144.65693,354000.0
Werribee,137.0,-37.89347,144.66679,350250.0
Werribee,109.0,-37.90111,144.63302,292500.0
West Footscray,123.0,-37.79369,144.87511,866250.0
West Footscray,106.4,-37.79194,144.87144,825000.0
Westmeadows,122.0,-37.67949,144.88349,405000.0
Wheelers Hill,163.0,-37.92024,145.18049,878250.0
Yarraville,79.0,-37.81956,144.89054,712500.0
Abbotsford,64.0,-37.80915,145.00066,360000.0
Airport West,124.0,-37.72893,144.88859,547500.0
Albion,127.0,-37.77967,144.81275,615000.0
Altona,88.0,-37.86066,144.82013,502500.0
Altona,139.0,-37.86837,144.81502,573750.0
Ascot Vale,249.0,-37.77459,144.92993,1312500.0
Ashwood,194.0,-37.85842,145.10288,1260000.0
Ashwood,115.0,-37.87105,145.10198,645000.0
Avondale Heights,30.0,-37.75986,144.85886,562500.0
Balwyn North,181.0,-37.80259,145.09878,1167750.0
Balwyn North,152.0,-37.79284,145.10082,1537500.0
Bayswater,76.0,-37.83777,145.26345,390000.0
Bayswater North,115.0,-37.82273,145.27323,462000.0
Bentleigh East,128.0,-37.9178,145.05414,1143750.0
Bentleigh East,191.0,-37.91503,145.07997,997500.0
Black Rock,88.0,-37.96341,145.01735,659250.0
Blackburn North,164.0,-37.80755,145.1638,960000.0
Briar Hill,110.0,-37.70681,145.11731,532875.0
Broadmeadows,90.0,-37.68489,144.9212,232500.0
Brunswick,64.0,-37.77002,144.97154,382500.0
Brunswick,78.0,-37.75908,144.96969,667500.0
Brunswick,100.0,-37.76792,144.97141,1125000.0
Brunswick West,40.0,-37.75847,144.94226,234000.0
Bundoora,162.0,-37.68223,145.07818,566250.0
Burwood,144.0,-37.85682,145.10873,688500.0
Carnegie,200.0,-37.89584,145.04741,1162500.0
Caulfield South,135.0,-37.90034,145.01283,927750.0
Cheltenham,130.0,-37.96836,145.06452,645750.0
Clayton,130.0,-37.92027,145.12937,1096500.0
Craigieburn,196.1,-37.59943,144.91439,450000.0
Croydon North,196.0,-37.76917,145.29265,615000.0
Dingley Village,237.0,-37.97824,145.12949,825000.0
Doncaster,200.0,-37.79423,145.13696,840000.0
Doncaster East,145.0,-37.78963,145.16973,637500.0
Doncaster East,180.0,-37.79773,145.15141,843750.0
East Melbourne,177.0,-37.81351,144.98804,1406250.0
East Melbourne,115.0,-37.81803,144.9892,1012500.0
Elsternwick,133.0,-37.88783,145.01324,1095000.0
Elsternwick,69.0,-37.88533,145.01049,412500.0
Eltham,243.0,-37.72308,145.14011,798750.0
Eltham,184.0,-37.69999,145.1617,733125.0
Elwood,87.0,-37.8835,144.99549,607500.0
Elwood,74.0,-37.88042,144.9818,407250.0
Epping,159.0,-37.64666,145.03062,495000.0
Epping,190.0,-37.62145,145.01051,426000.0
Epping,166.0,-37.63878,145.05577,510000.0
Essendon,84.0,-37.74904,144.90668,435000.0
Essendon,142.0,-37.74541,144.89844,727500.0
Essendon,122.0,-37.7545,144.91194,896250.0
Essendon,170.0,-37.75728,144.90723,866250.0
Essendon North,149.0,-37.73566,144.89368,600000.0
Fawkner,194.0,-37.71729,144.96403,763500.0
Fitzroy,200.0,-37.79714,144.97596,1045500.0
Footscray,46.0,-37.78778,144.89037,180000.0
Footscray,53.0,-37.80376,144.89862,232500.0
Gladstone Park,221.0,-37.68329,144.89302,518250.0
Glen Waverley,133.0,-37.89873,145.15072,491250.0
Glen Waverley,181.0,-37.88255,145.14727,1162500.0
Glenroy,131.27,-37.69795,144.94285,585000.0
Glenroy,133.0,-37.70159,144.93948,585000.0
Greenvale,154.0,-37.6499,144.9013,483750.0
Hampton,99.0,-37.93538,145.00224,727500.0
Hawthorn,53.0,-37.82538,145.02546,281250.0
Heidelberg,140.0,-37.74352,145.08082,621000.0
Heidelberg,237.0,-37.74863,145.07202,922500.0
Heidelberg Heights,105.0,-37.7368,145.05048,442500.0
Huntingdale,151.0,-37.90822,145.11146,858750.0
Kensington,60.0,-37.78993,144.92306,294000.0
Kensington,95.0,-37.79067,144.92844,862500.0
Kensington,96.0,-37.7916,144.92855,1061250.0
Lalor,130.0,-37.67304,145.03397,478500.0
Maribyrnong,45.0,-37.76878,144.89197,225750.0
Melbourne,113.0,-37.81317,144.95452,555000.0
Mentone,141.0,-37.97889,145.0745,788250.0
Mentone,300.0,-37.98558,145.05966,495000.0
Mill Park,236.0,-37.65478,145.05199,648750.0
Mitcham,160.0,-37.81235,145.19756,976500.0
Mitcham,130.0,-37.82158,145.21129,600000.0
Moonee Ponds,203.0,-37.76086,144.90497,1387500.0
Moonee Ponds,29.0,-37.77154,144.91597,166500.0
Mordialloc,194.0,-38.00549,145.10372,862500.0
Mount Waverley,150.0,-37.89187,145.11049,1014000.0
Mount Waverley,249.0,-37.87833,145.13731,1296000.0
Murrumbeena,132.0,-37.89561,145.07502,1170750.0
Notting Hill,118.0,-37.90354,145.14394,630000.0
Nunawading,274.0,-37.81113,145.17681,795000.0
Oak Park,115.0,-37.71433,144.90616,630000.0
Oak Park,127.0,-37.71679,144.90901,592500.0
Oakleigh East,130.0,-37.91017,145.11488,615000.0
Oakleigh South,101.0,-37.91693,145.08739,913875.0
Ormond,75.45,-37.90552,145.03087,521250.0
Parkdale,122.0,-37.99443,145.0885,705000.0
Parkdale,150.0,-37.99232,145.08469,975000.0
Port Melbourne,146.0,-37.83165,144.94411,1041000.0
Prahran,44.0,-37.85012,144.99225,330000.0
Prahran,263.5,-37.84961,145.00248,1725000.0
Preston,113.0,-37.74955,145.00949,630000.0
Richmond,123.0,-37.8147,145.00852,941250.0
Richmond,72.0,-37.82324,145.01331,956250.0
Richmond,149.0,-37.81186,144.99472,840000.0
Richmond,110.0,-37.82146,145.00203,892500.0
Richmond,81.0,-37.82622,144.99879,1068750.0
Ringwood East,135.0,-37.81109,145.25738,881250.0
Ringwood North,127.0,-37.80384,145.22562,566250.0
South Melbourne,113.0,-37.83185,144.96817,937500.0
South Melbourne,53.0,-37.83087,144.96864,305625.0
St Albans,129.0,-37.73915,144.80289,345000.0
St Albans,116.0,-37.74538,144.79216,457500.0
St Albans,95.0,-37.73163,144.80697,375000.0
St Kilda,84.0,-37.86736,144.98391,461250.0
Sunshine,114.0,-37.78519,144.83651,607500.0
Sunshine,115.0,-37.78956,144.84526,603750.0
Sydenham,114.0,-37.705,144.75759,353250.0
Taylors Lakes,230.0,-37.69496,144.79511,585000.0
Templestowe Lower,150.0,-37.75965,145.09937,930000.0
Thornbury,103.0,-37.75267,145.00362,567000.0
Vermont South,187.0,-37.84842,145.1816,787500.0
Werribee,195.0,-37.90188,144.65138,622500.0
Abbotsford,116.0,-37.79683,144.99586,641250.0
Albert Park,58.0,-37.84469,144.95578,513750.0
Alphington,40.0,-37.78469,145.03239,247500.0
Ascot Vale,125.0,-37.77639,144.91666,757500.0
Ascot Vale,102.0,-37.77552,144.92022,742500.0
Avondale Heights,235.0,-37.75861,144.86687,579750.0
Bentleigh East,107.0,-37.91954,145.07637,1361250.0
Bentleigh East,129.0,-37.90984,145.08001,918750.0
Blackburn,110.0,-37.82876,145.13809,660000.0
Blackburn South,126.0,-37.83831,145.13985,948000.0
Braybrook,74.0,-37.7877,144.84757,427500.0
Brighton East,77.0,-37.90514,145.02524,975000.0
Brunswick,156.0,-37.77655,144.96325,956250.0
Brunswick,101.0,-37.76227,144.95649,903000.0
Brunswick West,217.0,-37.76097,144.93933,951000.0
Brunswick West,112.0,-37.76883,144.94592,1083750.0
Carlton,80.0,-37.79674,144.96563,750000.0
Caulfield South,185.0,-37.89918,145.01679,1275000.0
Cheltenham,121.0,-37.96877,145.07484,600000.0
Cheltenham,135.0,-37.96257,145.08252,657750.0
Cheltenham,120.0,-37.96388,145.07807,675000.0
Clayton,103.0,-37.91712,145.13625,585000.0
Coburg,255.0,-37.73572,144.97256,765000.0
Coburg,97.0,-37.73883,144.95321,747000.0
Collingwood,88.0,-37.79853,144.99256,821250.0
Craigieburn,166.0,-37.57005,144.91909,369000.0
Craigieburn,165.0,-37.57307,144.92513,318750.0
Croydon,170.0,-37.79636,145.29351,645000.0
Dingley Village,189.0,-37.98217,145.14061,600750.0
Dingley Village,153.0,-37.97545,145.12054,716250.0
Eltham North,122.0,-37.69031,145.14557,725625.0
Eltham North,206.0,-37.70257,145.14995,667500.0
Elwood,185.0,-37.87818,144.98532,1350000.0
Essendon,67.0,-37.75122,144.91805,307500.0
Essendon,146.0,-37.74566,144.89346,697500.0
Fitzroy,65.0,-37.79723,144.97686,525000.0
Glenroy,96.0,-37.70489,144.91033,384000.0
Greensborough,132.0,-37.69538,145.11543,671250.0
Greensborough,290.0,-37.69817,145.12852,660000.0
Greensborough,190.0,-37.69999,145.1279,693750.0
Greenvale,230.0,-37.61236,144.90753,536250.0
Greenvale,298.21,-37.61424,144.88705,630375.0
Hampton,100.0,-37.93557,145.00463,963750.0
Hampton,81.0,-37.9392,145.00095,513750.0
Hampton East,113.0,-37.94313,145.03501,717750.0
Hawthorn,97.0,-37.8285,145.04022,1261500.0
Hillside,193.0,-37.68381,144.73331,495000.0
Ivanhoe,120.0,-37.76676,145.04333,731250.0
Keilor Downs,164.0,-37.72305,144.81074,502500.0
Kensington,74.0,,,657000.0
Lalor,165.0,-37.67122,145.01487,420000.0
Lalor,93.0,-37.67096,145.02445,383625.0
Maribyrnong,130.0,-37.78667,144.88834,611250.0
Meadow Heights,98.0,-37.65702,144.92447,350250.0
Mill Park,104.0,-37.65623,145.07431,321000.0
Mill Park,169.5,-37.65959,145.08302,541875.0
Mill Park,83.0,-37.65636,145.03997,315750.0
Moonee Ponds,42.2,-37.76911,144.92472,214500.0
Mordialloc,170.0,-37.99906,145.09386,690000.0
Mulgrave,126.0,-37.92769,145.16792,648750.0
Murrumbeena,181.0,-37.8888,145.07271,1440000.0
Newport,123.0,-37.8363,144.87588,922500.0
Newport,103.0,-37.83529,144.87893,915000.0
Noble Park,112.0,-37.98298,145.17932,495000.0
North Melbourne,81.0,-37.8006,144.95419,427500.0
Nunawading,216.0,-37.80864,145.17161,806250.0
Oak Park,73.0,-37.72048,144.91323,420000.0
Oakleigh East,115.0,-37.9125,145.11844,907500.0
Parkdale,150.0,-37.99232,145.08469,975000.0
Pascoe Vale,88.0,-37.71949,144.94283,555000.0
Port Melbourne,80.0,-37.84426,144.94415,600000.0
Prahran,102.0,-37.85931,145.00616,765000.0
Prahran,76.0,-37.85184,145.01049,495000.0
Preston,135.5,-37.75335,145.01642,931500.0
Preston,159.0,-37.75026,144.98428,765000.0
Richmond,123.0,-37.81443,144.99079,667875.0
Ringwood North,114.0,-37.7987,145.23032,562500.0
Rowville,196.0,-37.9088,145.26319,645000.0
Sandringham,233.0,-37.95877,145.02701,1327500.0
Seddon,211.0,-37.80828,144.8856,813750.0
Sunshine West,199.0,-37.78647,144.81319,585000.0
Surrey Hills,286.0,-37.83583,145.10664,1500000.0
Templestowe,300.0,-37.76255,145.16233,1087500.0
Thomastown,135.0,-37.68211,145.03204,488250.0
Thornbury,133.0,-37.75506,145.01841,937500.0
Vermont South,300.0,-37.85028,145.18787,967500.0
Windsor,58.0,-37.85542,144.99571,718125.0
Windsor,177.8,-37.85679,145.00089,1560000.0
Yallambie,139.4,-37.73058,145.08705,639000.0
Abbotsford,38.0,-37.80206,145.00015,378750.0
Abbotsford,101.0,-37.8023,144.99615,1051875.0
Airport West,96.0,-37.71811,144.87693,487500.0
Airport West,212.0,-37.71917,144.87819,642000.0
Albert Park,109.0,-37.84587,144.94828,1128750.0
Albion,127.0,-37.77976,144.81559,450000.0
Armadale,63.0,-37.85549,145.0163,307500.0
Ascot Vale,162.0,-37.77727,144.92655,1147500.0
Ascot Vale,120.0,-37.77549,144.90865,811500.0
Balwyn,76.0,-37.80626,145.08776,543750.0
Balwyn,72.0,-37.81623,145.0841,451500.0
Balwyn,101.76,-37.81192,145.07506,622500.0
Balwyn North,147.0,-37.79673,145.06853,975000.0
Balwyn North,140.0,-37.79238,145.07841,1455000.0
Balwyn North,128.0,-37.78483,145.07477,1192500.0
Bentleigh,68.0,-37.9336,145.04509,315000.0
Bentleigh,148.0,-37.91655,145.02448,1109250.0
Bentleigh East,197.0,-37.91068,145.06802,1072500.0
Black Rock,144.0,-37.97359,145.0214,810000.0
Brighton East,163.0,-37.91684,145.01727,1203750.0
Brighton East,65.0,-37.91704,145.01846,776250.0
Broadmeadows,109.0,-37.67411,144.94677,378750.0
Brooklyn,129.0,-37.82017,144.84904,497250.0
Brunswick,106.0,-37.77111,144.96427,645000.0
Brunswick,167.0,-37.76491,144.95253,1053750.0
Brunswick,52.0,-37.75867,144.95679,345000.0
Brunswick East,140.0,-37.76262,144.97733,907500.0
Brunswick West,60.0,-37.75948,144.94758,345000.0
Brunswick West,202.0,-37.77242,144.94458,806250.0
Bundoora,261.0,-37.68155,145.04945,660000.0
Burnley,164.0,-37.82921,145.00826,1378125.0
Burnside Heights,195.0,-37.73321,144.75752,444750.0
Burwood East,138.0,-37.85473,145.1521,585000.0
Camberwell,195.0964,-37.84627,145.08366,967500.0
Canterbury,119.0,-37.8279,145.07403,1447500.0
Carnegie,122.0,-37.89622,145.06032,781500.0
Carnegie,167.0,-37.90262,145.05709,1087500.0
Caulfield North,103.0,-37.86906,145.01986,1063125.0
Chadstone,66.0,-37.88321,145.09594,382500.0
Cheltenham,94.0,-37.95745,145.07219,450750.0
Cheltenham,112.0,-37.96911,145.07271,858750.0
Clayton,130.0,-37.92374,145.13222,780000.0
Clifton Hill,85.0,-37.78992,144.99845,1095000.0
Coburg North,110.0,-37.72361,144.9837,648750.0
Collingwood,80.0,-37.80298,144.98894,851250.0
Collingwood,78.0,-37.79812,144.98873,675000.0
Craigieburn,158.0,-37.5993,144.93867,374250.0
Craigieburn,202.0,-37.59052,144.93066,379500.0
Craigieburn,127.0,-37.57056,144.91751,322500.0
Craigieburn,175.0,-37.57243,144.92663,315000.0
Cremorne,75.0,-37.83011,144.99044,427500.0
Croydon,156.0,-37.79318,145.25811,477750.0
Croydon Hills,178.0,-37.78021,145.26367,678750.0
Derrimut,210.0,-37.78774,144.76019,457500.0
Dingley Village,277.0,-37.97533,145.12278,941250.0
Doncaster East,142.0,-37.79979,145.15665,653250.0
Doncaster East,130.52,-37.78541,145.15493,1088250.0
Doncaster East,149.0,-37.78496,145.14659,1038750.0
Doncaster East,200.0,-37.79408,145.16352,1020000.0
Eltham,214.0,-37.70872,145.16102,641250.0
Eltham,104.0,-37.73209,145.13845,641250.0
Eltham North,233.0,-37.68966,145.14649,671250.0
Elwood,86.0,-37.87944,144.99375,676500.0
Elwood,117.0,-37.87964,144.9856,1057500.0
Elwood,175.0,-37.8867,144.99141,1020000.0
Epping,117.0,-37.64463,145.04155,375000.0
Epping,125.0,-37.64097,145.05757,429750.0
Epping,111.04,-37.62858,145.03735,348750.0
Epping,157.0,-37.64051,145.05743,408750.0
Essendon,134.0,-37.74936,144.89669,622500.0
Essendon,107.0,-37.75382,144.89167,664500.0
Essendon North,63.4,-37.7388,144.89984,333750.0
Essendon West,187.0,-37.75228,144.88429,787500.0
Ferntree Gully,120.0,-37.87275,145.26325,462750.0
Flemington,82.0,-37.7839,144.92727,742500.0
Footscray,86.0,-37.78822,144.88361,341250.0
Forest Hill,73.0,-37.83283,145.17533,510000.0
Gladstone Park,130.0,-37.69744,144.89073,566250.0
Glen Iris,93.0,-37.85563,145.04369,571500.0
Glen Iris,160.0,-37.85385,145.06473,1125750.0
Glen Waverley,101.0,-37.89814,145.14457,825000.0
Glen Waverley,152.0,-37.86931,145.15081,851250.0
Glenroy,152.0,-37.71051,144.90925,648750.0
Glenroy,75.0,-37.70917,144.92291,271875.0
Glenroy,153.0,-37.71016,144.9215,691500.0
Greensborough,142.0,-37.71536,145.10205,555000.0
Greenvale,270.0,-37.63958,144.90267,547500.0
Greenvale,154.0,-37.64297,144.88796,577500.0
Hawthorn,110.0,-37.81767,145.04041,1276500.0
Hawthorn East,87.0,-37.82524,145.05568,601875.0
Hawthorn East,50.0,-37.8327,145.05428,330750.0
Hawthorn East,72.0,-37.83012,145.04751,375000.0
Heidelberg,107.0,-37.75343,145.06328,553500.0
Heidelberg Heights,92.5,-37.73752,145.05228,600000.0
Heidelberg Heights,106.0,-37.74931,145.05505,510000.0
Heidelberg West,115.96,-37.73712,145.0369,453750.0
Heidelberg West,109.0,-37.73704,145.03697,435000.0
Highett,137.0,-37.95357,145.02651,1200000.0
Hillside,196.0,-37.69655,144.75538,507750.0
Hillside,230.0,-37.68175,144.74087,553125.0
Hoppers Crossing,169.0,-37.86713,144.71086,390000.0
Hoppers Crossing,142.0,-37.86658,144.71221,378750.0
Hoppers Crossing,158.0,-37.87051,144.7141,510000.0
Hoppers Crossing,121.84,-37.87016,144.70606,331875.0
Hughesdale,127.0,-37.89829,145.08141,902625.0
Ivanhoe,114.0,-37.76353,145.02941,1106250.0
Ivanhoe East,158.0,-37.77212,145.05813,1230000.0
Jacana,90.0,-37.68825,144.91484,442875.0
Keilor,157.0,-37.7143,144.8315,671250.0
Kensington,56.0,-37.79741,144.92614,300000.0
Kew,107.0,-37.79438,145.03369,618750.0
Kew East,173.0,-37.79702,145.05352,1693500.0
Kings Park,171.0,-37.7323,144.77861,390000.0
Knoxfield,281.0,-37.87695,145.2547,913500.0
Lalor,121.0,-37.67323,145.03976,450000.0
Lalor,160.0,-37.67605,145.03956,365250.0
Lalor,140.0,-37.6591,145.00549,429000.0
Lower Plenty,120.0,-37.72473,145.11657,487500.0
Malvern,141.0,-37.86162,145.03065,1275000.0
Malvern East,110.0,-37.87107,145.04991,795000.0
Maribyrnong,88.0,-37.77323,144.89268,397500.0
Maribyrnong,93.0,-37.77296,144.88057,337500.0
Melbourne,86.0,-37.81267,144.96273,540000.0
Mentone,174.0,-37.98439,145.06812,1113750.0
Middle Park,155.0,-37.84962,144.95856,1312500.0
Mitcham,90.0,-37.80574,145.18832,521250.0
Mitcham,110.0,-37.8135,145.19972,581250.0
Mitcham,110.0,-37.82596,145.1872,615000.0
Montmorency,138.0,-37.72089,145.11987,675000.0
Montmorency,108.0,-37.71665,145.11682,604500.0
Montmorency,300.0,-37.71871,145.13559,735000.0
Murrumbeena,199.0,-37.90017,145.06435,1155000.0
Murrumbeena,76.0,-37.89018,145.06865,352500.0
Noble Park,114.2,-37.96968,145.16832,507000.0
North Melbourne,65.0,-37.80248,144.94846,844500.0
North Melbourne,73.0,-37.79999,144.94961,599250.0
North Melbourne,147.0,-37.79074,144.94324,963750.0
Northcote,125.0,-37.77664,144.99902,1134000.0
Nunawading,113.0,-37.81359,145.17574,582750.0
Oakleigh East,146.0,-37.90822,145.12036,684000.0
Ormond,154.0,-37.90087,145.03959,1173750.0
Parkdale,145.0,-37.99827,145.07497,1061250.0
Pascoe Vale,146.0,-37.72803,144.94624,657000.0
Pascoe Vale,116.0,-37.71798,144.93965,552000.0
Pascoe Vale,73.0,-37.72436,144.94855,358500.0
Port Melbourne,105.0,-37.83661,144.93359,1001250.0
Prahran,100.0,-37.85931,145.00616,555000.0
Prahran,85.0,-37.85163,144.9943,523500.0
Prahran,48.0,-37.84998,144.99499,585000.0
Preston,93.0,-37.74528,145.01987,690000.0
Preston,129.0,-37.74244,145.02006,836250.0
Preston,186.0,-37.73261,144.99535,878250.0
Preston,192.0,-37.73645,144.98715,795000.0
Preston,81.0,-37.75308,145.01464,463125.0
Richmond,37.0,-37.81256,144.99347,235500.0
Richmond,87.0,-37.82241,145.00235,1005750.0
Ringwood East,70.0,-37.80551,145.24589,456750.0
Rosanna,212.0,-37.74088,145.06285,825000.0
Sandringham,82.0,-37.95142,145.01977,570000.0
Seddon,91.0,-37.80697,144.8928,622500.0
Seddon,94.0,-37.8071,144.88912,705000.0
South Yarra,43.0,-37.83678,145.00137,300000.0
St Kilda,64.0,-37.86305,144.9911,360000.0
Sunshine,198.0,-37.79127,144.83713,802500.0
Sunshine North,121.0,-37.76951,144.83309,474000.0
Surrey Hills,120.0,-37.82372,145.09085,1338750.0
Templestowe Lower,240.0,-37.75763,145.09974,1031250.0
Thomastown,109.0,-37.67873,145.01878,555000.0
Thornbury,70.0,-37.75668,145.00929,558750.0
Thornbury,90.0,-37.76126,145.00247,918750.0
Truganina,138.0,-37.84169,144.72333,292500.0
Tullamarine,121.0,-37.69636,144.88265,521250.0
Viewbank,151.0,-37.73253,145.0873,652500.0
Watsonia North,145.0,-37.69778,145.08516,532500.0
Werribee,113.0,-37.90908,144.65774,427500.0
West Footscray,120.0,-37.80962,144.86877,447750.0
West Melbourne,91.0,-37.80848,144.9437,495000.0
Williamstown,78.54,-37.86682,144.90003,660000.0
Williamstown North,85.35,-37.85432,144.88214,646500.0
Yarraville,80.0,-37.81133,144.89553,532125.0
Airport West,153.0,-37.72752,144.88358,502500.0
Avondale Heights,110.0,-37.76063,144.8603,540000.0
Avondale Heights,190.0,-37.75962,144.86675,830625.0
Bayswater,69.0,-37.845,145.25624,390000.0
Bentleigh,62.0,-37.9332,145.03794,285000.0
Blackburn,55.0,-37.82945,145.15697,363750.0
Blackburn South,127.0,-37.84453,145.14446,968250.0
Boronia,131.0,-37.86126,145.25808,581250.0
Braybrook,110.0,-37.79382,144.85107,597750.0
Braybrook,74.0,-37.78341,144.85574,442500.0
Brighton East,82.0,-37.93171,145.03041,438750.0
Brighton East,165.0,-37.91053,145.02447,1185000.0
Broadmeadows,71.0,-37.6886,144.92281,289500.0
Brooklyn,140.0,-37.82073,144.8447,386250.0
Brunswick,194.0,-37.76549,144.96366,1136250.0
Brunswick,101.0,-37.75746,144.95633,777750.0
Brunswick East,190.0,-37.77289,144.97503,997500.0
Brunswick East,121.8,-37.76049,144.98065,702750.0
Brunswick East,41.0,-37.77165,144.97187,217500.0
Bundoora,101.0,-37.70602,145.05945,547500.0
Bundoora,119.0,-37.70301,145.06341,495000.0
Burwood East,140.0,-37.85695,145.15144,862500.0
Burwood East,260.0,-37.84839,145.14299,1200000.0
Camberwell,82.6,-37.8401,145.09113,566250.0
Carnegie,85.0,-37.88368,145.0515,562500.0
Carnegie,45.0,-37.90321,145.0555,214500.0
Carnegie,72.0,-37.9003,145.06342,435007.5
Carnegie,223.0,-37.89334,145.05463,937500.0
Caroline Springs,136.49,-37.70624,144.74042,270000.0
Caroline Springs,222.0,-37.7277,144.73422,555000.0
Chadstone,127.0,-37.88289,145.09871,697500.0
Coburg,105.0,-37.74011,144.95267,570000.0
Coburg,100.0,-37.74914,144.96826,657000.0
Collingwood,46.0,-37.79597,144.99108,273750.0
Collingwood,137.0,-37.79557,144.99158,972750.0
Croydon,200.0,-37.79189,145.29661,648750.0
Croydon,140.0,-37.78393,145.29132,570000.0
Croydon,105.0,-37.81083,145.28792,543750.0
Croydon,228.0,-37.80718,145.28581,840000.0
Dandenong North,200.0,-37.94264,145.21786,697500.0
Deer Park,148.0,-37.76545,144.76458,417750.0
Deer Park,135.0,-37.77396,144.77229,487500.0
Dingley Village,134.0,-37.98086,145.11993,604500.0
Doncaster,250.0,-37.77102,145.13338,1247250.0
Doncaster East,200.0,-37.79561,145.16268,982500.0
Doncaster East,160.0,-37.77655,145.15387,1147500.0
