Suburb,BuildingArea,Latitude,Longitude
Glen Iris,163.0,-37.8639,145.0641
Richmond,123.0,-37.83261,144.99895
Ivanhoe,110.0,-37.7634,145.0361
Port Melbourne,57.0,-37.8408,144.94
Brunswick West,64.0,-37.7528,144.9368
Glenroy,93.0,-37.6988,144.93355
Carlton,51.0,-37.7998,144.9689
Yarraville,122.0,-37.81662,144.866
Balaclava,88.0,-37.86955,144.99218
Elwood,83.0,-37.8802,144.9942
Ascot Vale,62.0,-37.773,144.9303
Prahran,72.0,-37.852,145.0061
Werribee,113.0,-37.90908,144.65774
Elwood,122.0,-37.8843,144.9917
West Melbourne,100.0,-37.8118,144.9526
Mill Park,172.0,-37.65805,145.05284
Coburg,80.0,-37.7382,144.9563
Viewbank,100.0,-37.7388,145.081
Balwyn North,144.0,-37.79094,145.07899
Black Rock,295.0,-37.97585,145.02455
Kingsville,38.0,-37.8089,144.8788
Mentone,176.0,-37.98112,145.05739
Moonee Ponds,118.0,-37.76464,144.91035
Gladstone Park,115.0,-37.69822,144.89216
Seabrook,200.0,-37.8842,144.7571
Prahran,145.0,-37.85391,145.00733
Kensington,103.0,-37.7921,144.9234
Tarneit,214.0,-37.83753,144.66697
Point Cook,180.0,-37.90579,144.76861
Taylors Lakes,204.0,-37.70504,144.80535
Eaglemont,217.0,-37.762,145.0645
Hoppers Crossing,115.0,-37.85713,144.68278
Brunswick East,89.0,-37.77739,144.97361
Collingwood,107.0,-37.7964,144.9923
Malvern East,90.0,-37.878,145.0666
Brunswick,85.0,-37.773,144.9624
Templestowe Lower,246.0,-37.75959,145.10193
Brunswick,107.0,-37.75887,144.97326
Craigieburn,153.0,-37.58588,144.91857
Oakleigh,170.0,-37.90817,145.09214
Rosanna,212.0,-37.74088,145.06285
Coburg,138.0,-37.73748,144.97217
Flemington,72.9,-37.7829,144.9247
Glenroy,142.0,-37.7002,144.9408
Balwyn,104.0,-37.8122,145.0879
Fawkner,67.0,-37.7071,144.9644
Greenvale,270.0,-37.63958,144.90267
Point Cook,169.0,-37.8812,144.72912
Sandringham,125.0,-37.95035,145.01571
Southbank,70.0,-37.8248,144.9667
Balwyn North,187.0,-37.79798,145.06349
Richmond,52.0,-37.8198,145.005
Port Melbourne,75.0,-37.83446,144.94021
Preston,124.0,-37.7334,144.9873
Balaclava,159.0,-37.872,144.9909
Ivanhoe,140.0,-37.766,145.0345
Werribee,192.0,-37.90813,144.63034
Avondale Heights,163.0,-37.76421,144.85594
Coburg,249.0,-37.7537,144.9766
Cheltenham,94.0,-37.95745,145.07219
Brunswick West,84.0,-37.7647,144.9412
Heidelberg Heights,91.0,-37.7388,145.0581
Moonee Ponds,199.0,-37.77,144.913
Essendon,185.0,-37.7536,144.91097
St Kilda,60.0,-37.87174,144.98286
St Kilda,63.0,-37.859,144.9767
South Yarra,148.0,-37.8395,144.9898
Malvern,74.0,-37.854,145.041
Yarraville,105.0,-37.8175,144.8879
Prahran,71.0,-37.8506,144.9919
Blackburn,124.0,-37.81169,145.15735
Ormond,167.0,-37.9034,145.0409
Bulleen,300.0,-37.7791,145.086
Brunswick,104.0,-37.7634,144.9593
Heidelberg,69.0,-37.7519,145.0687
Port Melbourne,211.0,-37.8382,144.9272
Cairnlea,185.0,-37.76437,144.79517
Clarinda,177.0,-37.94452,145.11108
Moonee Ponds,120.0,-37.7692,144.9057
Parkdale,145.0,-37.99827,145.07497
Balwyn,70.0,-37.8116,145.0724
Watsonia,103.0,-37.7072,145.0855
Templestowe Lower,142.0,-37.7644,145.112
Glen Huntly,78.0,-37.8866,145.0396
Coburg,112.0,-37.7424,144.9571
Prahran,34.0,-37.8486,144.9872
Brighton,135.0,-37.8956,145.0026
Pascoe Vale,106.0,-37.7152,144.9346
Craigieburn,202.0,-37.59052,144.93066
South Melbourne,260.0,-37.8352,144.952
Abbotsford,94.0,-37.8078,144.9965
Moonee Ponds,106.0,-37.767,144.9108
Northcote,240.0,-37.77266,145.00876
Richmond,120.0,-37.8331,144.9975
Malvern East,46.0,-37.8704,145.0495
Port Melbourne,72.0,-37.8398,144.9404
Doncaster,140.0,-37.7892,145.131
Bellfield,96.0,-37.75259,145.03621
Elsternwick,152.0,-37.8831,145.0153
Newport,94.0,-37.8446,144.8796
Ascot Vale,218.0,-37.77206,144.90397
Williamstown,170.0,-37.85414,144.89561
Spotswood,120.0,-37.8297,144.8752
Werribee,113.0,-37.87912,144.66331
Yarraville,133.0,-37.8102,144.8885
Carnegie,237.0,-37.8931,145.0479
Northcote,127.0,-37.78207,144.99348
Maidstone,69.0,-37.789,144.8813
Surrey Hills,159.0,-37.832,145.11
Elwood,88.0,-37.8809,144.9833
Wheelers Hill,246.0,-37.8921,145.19118
Werribee,103.0,-37.91147,144.67422
Hughesdale,134.0,-37.90468,145.08213
South Yarra,172.0,-37.8404,145.0022
Bentleigh,297.0,-37.92743,145.0489
Prahran,136.0,-37.847,144.9936
Kew,72.0,-37.8024,145.0346
Brunswick,87.0,-37.7744,144.9498
Bentleigh,109.0,-37.929,145.0375
Moonee Ponds,194.0,-37.769,144.9314
Sunshine,190.0,-37.7966,144.8256
Ivanhoe East,117.0,-37.7741,145.0506
Altona North,130.0,-37.8379,144.8583
Kensington,56.0,-37.79741,144.92614
Heidelberg Heights,192.0,-37.7453,145.0559
Glenroy,176.0,-37.7015,144.9191
Moonee Ponds,70.0,-37.7679,144.9245
Epping,230.0,-37.62245,145.00944
Hawthorn,196.0,-37.8235,145.029
Wantirna South,242.0,-37.8827,145.2405
Eltham North,206.0,-37.70257,145.14995
Niddrie,139.0,-37.738,144.8865
Northcote,78.0,-37.7651,145.0027
Brunswick,110.0,-37.7636,144.9559
Altona,145.0,-37.87106,144.80523
Templestowe,125.0,-37.75521,145.12176
Yarraville,160.0,-37.8123,144.8888
Preston,93.0,-37.74528,145.01987
Hillside,194.0,-37.69477,144.75519
Keilor,138.0,-37.71368,144.82082
Hawthorn,98.0,-37.81774,145.0412
Bentleigh East,163.0,-37.9186,145.0709
Moonee Ponds,81.0,-37.7624,144.9365
Sunshine West,27.0,-37.79573,144.79311
Roxburgh Park,130.0,-37.6362,144.9252
Niddrie,69.0,-37.7343,144.8824
Moonee Ponds,63.0,-37.7675,144.92
Preston,139.0,-37.7484,144.9886
Cheltenham,135.0,-37.96257,145.08252
Essendon West,187.0,-37.75228,144.88429
Malvern East,185.0,-37.8764,145.05031
South Yarra,145.0,-37.8433,145.0024
West Melbourne,66.0,-37.80473,144.9435
Camberwell,187.0,-37.84865,145.09152
Broadmeadows,100.0,-37.6841,144.92818
Essendon,80.0,-37.7454,144.928
Moonee Ponds,152.0,-37.76421,144.90571
Gowanbrae,136.0,-37.7091,144.8958
Donvale,115.0,-37.80495,145.1994
Mill Park,115.0,-37.66744,145.05228
Carlton North,80.0,-37.788,144.96978
Clifton Hill,136.0,-37.7937,144.9983
Prahran,50.0,-37.8493,145.0006
St Kilda,66.0,-37.8707,144.9765
Williams Landing,274.0,-37.8599,144.7427
Caulfield South,256.0,-37.8993,145.0254
Brunswick,180.0,-37.7769,144.9691
Ashwood,114.0,-37.8694,145.0944
Keilor East,250.0,-37.7453,144.8721
Newport,130.0,-37.8424,144.8754
Murrumbeena,130.0,-37.9027,145.0684
Clayton,218.0,-37.92624,145.1321
Coburg,94.0,-37.7484,144.9521
Brunswick West,119.0,-37.7564,144.9422
Tullamarine,112.0,-37.70321,144.87972
Carnegie,72.0,-37.9003,145.06342
Moorabbin,161.0,-37.9411,145.043
Ascot Vale,180.0,-37.7757,144.9088
Keilor Downs,198.0,-37.71757,144.81328
Flemington,104.0,-37.78452,144.92885
Thornbury,70.0,-37.75668,145.00929
Clifton Hill,119.0,-37.7946,144.9989
Hadfield,168.0,-37.7056,144.9384
Hadfield,116.0,-37.71173,144.94035
Glen Waverley,152.0,-37.86931,145.15081
Thornbury,113.0,-37.76026,145.01602
Thornbury,108.0,-37.7551,144.9993
Melbourne,66.0,-37.8138,144.9548
St Kilda,73.0,-37.859,144.9767
Keilor Park,141.0,-37.7259,144.8579
Brighton,169.0,-37.88786,144.99853
Collingwood,60.0,-37.79627,144.99229
Albion,90.0,-37.7795,144.8204
Mill Park,172.0,-37.67426,145.05193
Kew East,88.0,-37.79938,145.05662
Fawkner,102.0,-37.71532,144.96508
Northcote,39.0,-37.7783,144.9954
Newport,63.0,-37.8413,144.8741
Brighton East,193.0,-37.9124,145.0132
Hampton,87.0,-37.9355,145.0008
Beaumaris,203.0,-37.98453,145.02659
South Yarra,140.0,-37.8448,144.9882
Moonee Ponds,107.0,-37.7658,144.9077
Templestowe Lower,125.0,-37.7668,145.1086
Sunshine West,144.0,-37.7905,144.8073
Mont Albert,80.0,-37.8161,145.1098
Hadfield,107.0,-37.70202,144.94064
Northcote,92.0,-37.7663,145.0009
Collingwood,120.0,-37.797,144.9915
Fitzroy North,166.0,-37.79013,144.97963
Caulfield South,114.0,-37.895,145.022
Brunswick West,104.0,-37.7609,144.9416
Donvale,166.0,-37.80111,145.1829
Parkville,172.0,-37.7928,144.9575
Altona Meadows,128.0,-37.8726,144.7814
Thornbury,100.0,-37.75503,145.01805
Bentleigh East,143.0,-37.9079,145.0707
Newport,106.0,-37.8414,144.8752
Craigieburn,130.0,-37.58972,144.93601
Footscray,98.0,-37.7922,144.891
Pascoe Vale,111.0,-37.72773,144.92628
Oakleigh East,113.0,-37.9011,145.112
Brunswick West,112.0,-37.76883,144.94592
Maribyrnong,286.0,-37.7712,144.8763
Doncaster,195.0,-37.7902,145.1344
Footscray,79.0,-37.8006,144.9053
Craigieburn,127.0,-37.57056,144.91751
Braybrook,78.0,-37.7844,144.8523
Surrey Hills,295.0,-37.8328,145.104
Mordialloc,241.0,-37.98903,145.09622
Keilor East,174.0,-37.7428,144.8536
Lower Plenty,92.0,-37.72773,145.12022
Mordialloc,130.0,-37.9887,145.0964
Seddon,71.0,-37.8066,144.8971
Fairfield,68.0,-37.7845,145.0105
Mill Park,161.0,-37.67391,145.0618
Coburg,122.0,-37.7346,144.9546
Mitcham,110.0,-37.8135,145.19972
Clifton Hill,84.0,-37.7927,144.9981
Williamstown,65.0,-37.8586,144.8937
Brighton East,66.0,-37.9207,145.0079
Essendon,100.0,-37.7502,144.8923
Moonee Ponds,174.0,-37.7677,144.91107
Gardenvale,193.0,-37.8982,145.0121
Hoppers Crossing,200.0,-37.87447,144.66771
Williamstown,266.0,-37.8634,144.8796
Doncaster,200.0,-37.79423,145.13696
Murrumbeena,223.0,-37.9055,145.0691
Meadow Heights,96.0,-37.66059,144.92006
Hawthorn,110.0,-37.81684,145.02068
South Yarra,65.0,-37.8433,144.9962
Templestowe Lower,221.0,-37.7624,145.1175
Craigieburn,237.0,-37.60438,144.92017
Williamstown,170.0,-37.8662,144.8912
Glenroy,118.0,-37.7074,144.9266
St Albans,158.0,-37.73593,144.8101
Templestowe Lower,250.0,-37.75729,145.10624
Spotswood,116.0,-37.8333,144.8868
Roxburgh Park,211.0,-37.63105,144.92753
West Footscray,120.0,-37.80962,144.86877
Elwood,138.0,-37.881,144.9841
Hampton,100.0,-37.93557,145.00463
Northcote,73.0,-37.7715,144.9951
Richmond,76.0,-37.8166,145.0036
Newport,104.0,-37.8465,144.8714
Heidelberg,98.0,-37.75791,145.07229
Avondale Heights,281.0,-37.7524,144.8714
Doncaster,150.0,-37.792,145.1077
Moonee Ponds,41.0,-37.758,144.9237
Preston,107.0,-37.73724,145.00984
Glenroy,89.0,-37.7081,144.912
Pascoe Vale,135.0,-37.731,144.9486
Burwood,229.0,-37.842,145.102
Essendon,210.0,-37.7562,144.9286
Camberwell,76.0,-37.84716,145.07351
Malvern,233.0,-37.8631,145.0353
Airport West,153.0,-37.72752,144.88358
Spotswood,158.0,-37.8284,144.8861
Camberwell,145.0,-37.8333,145.0616
Eaglemont,95.0,-37.7669,145.0521
Port Melbourne,70.0,-37.8346,144.9373
Brunswick,103.0,-37.75986,144.96671
Hillside,275.0,-37.69012,144.74385
Balwyn North,193.0,-37.7975,145.0961
St Kilda,102.0,-37.8568,144.9873
Port Melbourne,64.0,-37.8392,144.9421
Blackburn South,125.0,-37.83353,145.15852
South Melbourne,122.0,-37.8372,144.9672
Oakleigh South,164.0,-37.9361,145.0816
Essendon West,184.0,-37.7497,144.8867
Coburg,132.0,-37.74601,144.94799
Aberfeldie,80.0,-37.75571,144.90366
Hadfield,112.0,-37.7124,144.9514
Watsonia,104.4,-37.717,145.08891
Seddon,154.0,-37.8065,144.8866
Meadow Heights,98.0,-37.661,144.9229
Fawkner,126.0,-37.70807,144.97282
Box Hill,159.0,-37.8285,145.1272
Newport,98.0,-37.84332,144.87718
Footscray,120.0,-37.7941,144.8924
Rosanna,105.0,-37.7437,145.0729
Bentleigh East,222.0,-37.9347,145.0546
Coburg North,100.0,-37.73039,144.98014
Gowanbrae,243.0,-37.70305,144.89815
Richmond,112.0,-37.8214,145.0132
Abbotsford,82.0,-37.8021,144.9976
North Melbourne,75.0,-37.8055,144.9547
Keilor East,198.0,-37.7394,144.8628
Burwood,210.0,-37.8528,145.1129
South Morang,152.0,-37.6366,145.07226
Sunshine North,106.0,-37.7683,144.8316
Glenroy,100.0,-37.7072,144.9252
Mentone,141.0,-37.9839,145.05638
Richmond,164.0,-37.82,144.9987
Sunshine North,147.0,-37.7662,144.8383
Preston,121.0,-37.7343,145.0025
Braybrook,106.0,-37.785,144.8561
Greenvale,154.0,-37.6499,144.9013
Preston,126.0,-37.74794,144.99111
Hawthorn,82.0,-37.8154,145.0369
Northcote,85.0,-37.7659,144.9903
Balwyn North,137.0,-37.8002,145.0949
Oakleigh East,115.0,-37.9125,145.11844
Essendon,120.0,-37.7496,144.892
Mount Waverley,82.0,-37.8837,145.11526
South Yarra,47.0,-37.8437,144.9904
Glen Iris,216.0,-37.8516,145.061
Middle Park,78.0,-37.85508,144.968
Ringwood,133.0,-37.82536,145.22228
Brunswick,57.0,-37.7597,144.9655
Broadmeadows,109.0,-37.67411,144.94677
Bundoora,151.0,-37.71014,145.05526
Newport,130.0,-37.84485,144.87738
Bentleigh East,94.0,-37.91766,145.05294
Vermont,166.0,-37.84454,145.18881
Brunswick West,109.0,-37.7559,144.9378
South Morang,195.0,-37.63454,145.06894
Windsor,51.0,-37.8571,144.9979
Ripponlea,108.0,-37.87892,144.9956
South Melbourne,120.0,-37.8346,144.9688
Oakleigh,179.0,-37.90706,145.09524
Gladstone Park,156.0,-37.68247,144.88446
Mordialloc,179.0,-38.002,145.08916
Brunswick,88.0,-37.7617,144.96406
Greensborough,256.0,-37.71897,145.10378
Bulleen,245.0,-37.765,145.0933
Williamstown North,85.35,-37.85432,144.88214
Kingsville,4.0,-37.8039,144.8849
Hampton,275.0,-37.937,145.01169
Preston,94.0,-37.73314,145.03437
Templestowe Lower,150.0,-37.7764,145.1216
Pascoe Vale,94.0,-37.7242,144.9424
Hawthorn East,177.0,-37.84506,145.05246
Pascoe Vale,141.0,-37.7346,144.9456
Croydon North,250.0,-37.76653,145.29163
Prahran,100.0,-37.8517,145.0056
Brighton East,90.0,-37.9306,145.0284
Brighton East,143.0,-37.9269,145.0274
Essendon,272.0,-37.75474,144.91227
Balwyn North,0.0,-37.78396,145.07942
Avondale Heights,96.0,-37.76342,144.86305
Princes Hill,112.0,-37.78092,144.9648
Carnegie,170.0,-37.8977,145.0493
Coolaroo,104.0,-37.65704,144.92987
Bundoora,142.0,-37.70636,145.05462
Brunswick West,43.0,-37.7661,144.9422
Werribee,201.0,-37.91212,144.63242
Pascoe Vale,175.0,-37.7271,144.9261
Bentleigh East,118.0,-37.9256,145.0757
Thomastown,114.0,-37.68579,144.98878
Parkdale,122.0,-37.99443,145.0885
Bentleigh East,117.0,-37.9227,145.0558
Fairfield,130.0,-37.77945,145.01553
Pascoe Vale,111.0,-37.7266,144.9496
Dallas,108.0,-37.67345,144.92526
Ivanhoe,135.0,-37.7618,145.0287
Donvale,175.0,-37.79755,145.17674
Malvern,46.0,-37.8691,145.0345
Coburg North,96.0,-37.7215,144.9533
Keilor Downs,175.0,-37.717,144.80736
Dandenong North,137.0,-37.94526,145.19999
Fairfield,133.0,-37.77044,145.02465
Bentleigh East,110.0,-37.9262,145.0808
Elwood,76.0,-37.8777,144.9891
Mentone,274.0,-37.98707,145.0609
Fitzroy North,105.0,-37.7737,144.9822
Footscray,106.0,-37.79334,144.89128
Pascoe Vale,131.0,-37.7278,144.9463
Keilor East,223.0,-37.7475,144.8501
South Yarra,75.0,-37.8426,144.993
Bentleigh East,200.0,-37.9107,145.0745
Niddrie,104.0,-37.7343,144.8783
Carnegie,107.0,-37.8972,145.0642
Brunswick,0.0,-37.76289,144.95552
Flemington,136.0,-37.7868,144.9336
Delahey,189.0,-37.71269,144.77135
Truganina,159.0,-37.84477,144.73444
South Melbourne,196.0,-37.83389,144.96407
Burwood East,140.0,-37.85695,145.15144
Kensington,99.0,-37.7929,144.9287
Bentleigh East,140.0,-37.9284,145.0668
Tullamarine,267.0,-37.70598,144.87616
Hawthorn East,73.0,-37.81835,145.05895
Windsor,58.0,-37.85542,144.99571
Ascot Vale,185.0,-37.7766,144.9143
South Morang,213.0,-37.6377,145.0704
Brunswick East,144.0,-37.7638,144.9804
Point Cook,186.0,-37.90557,144.7413
Bentleigh East,163.0,-37.9242,145.0705
Dingley Village,148.0,-37.9796,145.12432
Brunswick,258.0,-37.7609,144.9623
Glenroy,133.0,-37.70159,144.93948
Glenroy,101.0,-37.702,144.9538
Ormond,36.0,-37.9028,145.0475
Doncaster,132.0,-37.7894,145.1333
Strathmore,94.0,-37.73415,144.91852
Chadstone,101.0,-37.8859,145.0934
Keilor East,62.0,-37.73893,144.87661
Altona,94.0,-37.8702,144.8143
Port Melbourne,84.0,-37.8416,144.9381
Heathmont,207.0,-37.82507,145.24058
Port Melbourne,122.0,-37.83398,144.93968
Brunswick West,107.0,-37.76347,144.94509
Ringwood East,88.0,-37.81953,145.24907
Carnegie,201.0,-37.9037,145.0588
Port Melbourne,138.0,-37.8371,144.939
Seddon,124.0,-37.80779,144.88887
Carlton,30.6,-37.79859,144.97336
Murrumbeena,265.0,-37.89465,145.06984
Tullamarine,150.0,-37.69211,144.87562
Maidstone,88.0,-37.7851,144.8654
Craigieburn,138.0,-37.56912,144.90486
Bentleigh East,131.0,-37.9075,145.061
Bentleigh East,231.0,-37.9299,145.0598
Blackburn South,168.0,-37.84307,145.13419
Cheltenham,168.0,-37.95947,145.04364
Mitcham,130.0,-37.82158,145.21129
St Kilda,133.0,-37.8638,144.982
Airport West,251.0,-37.72282,144.88373
Aspendale,164.0,-38.02768,145.10187
Carnegie,156.0,-37.8924,145.0541
Hampton,113.0,-37.9395,145.0088
Noble Park,142.0,-37.962,145.18035
Eltham,180.0,-37.70477,145.16552
Elwood,125.0,-37.8865,144.9874
Hampton East,175.0,-37.94312,145.0244
Port Melbourne,96.0,-37.83212,144.94331
Niddrie,83.0,-37.7361,144.88306
Preston,103.0,-37.7495,145.0092
Richmond,90.0,-37.8294,145.0029
Blackburn South,0.0,-37.83533,145.14455
St Helena,150.0,-37.68969,145.12366
Braybrook,240.0,-37.788,144.862
Ascot Vale,132.0,-37.7713,144.9038
Vermont South,172.0,-37.8608,145.1842
Camberwell,94.0,-37.82718,145.07
Brunswick,162.0,-37.756,144.95869
Montmorency,212.0,-37.71617,145.12878
Newport,185.0,-37.8366,144.8758
Bellfield,93.0,-37.752,145.0367
Coburg,80.0,-37.7405,144.9644
Croydon,185.0,-37.78466,145.27326
Prahran,51.0,-37.8595,145.0076
Preston,186.0,-37.73261,144.99535
Mordialloc,233.0,-38.00644,145.08478
Preston,65.0,-37.7316,145.0201
St Helena,167.0,-37.68467,145.14103
Maidstone,80.0,-37.7817,144.868
Heidelberg Heights,118.0,-37.7406,145.0483
Yarraville,171.0,-37.8197,144.8957
Roxburgh Park,92.0,-37.62388,144.93701
Niddrie,119.0,-37.7449,144.8899
Carnegie,69.0,-37.8912,145.0644
Hawthorn,180.0,-37.8271,145.0243
Preston,108.0,-37.74731,145.00751
Boronia,131.0,-37.86126,145.25808
Preston,113.0,-37.74955,145.00949
Watsonia,119.0,-37.70864,145.08328
St Albans,94.0,-37.73704,144.79108
Ormond,44.0,-37.9016,145.0414
Carnegie,130.0,-37.9007,145.047
Glenroy,146.0,-37.6977,144.9071
Glenroy,61.0,-37.711,144.9178
Oak Park,86.0,-37.7218,144.9188
Keilor East,257.0,-37.7293,144.8659
Deer Park,144.0,-37.77583,144.75692
Bentleigh East,190.0,-37.9198,145.0789
Coburg,123.0,-37.7382,144.973
Footscray,3.0,-37.796,144.8819
Epping,126.0,-37.64822,145.03767
Essendon,77.0,-37.7556,144.9132
Ascot Vale,125.0,-37.77639,144.91666
Heidelberg West,75.0,-37.73759,145.04236
Northcote,130.0,-37.7799,145.011
Box Hill,231.0,-37.8274,145.1242
Moorabbin,51.0,-37.9374,145.0388
Bulleen,212.0,-37.7743,145.0863
Werribee,172.0,-37.89327,144.64789
Moorabbin,75.0,-37.9424,145.0464
Strathmore,46.0,-37.734,144.9145
Mill Park,270.0,-37.67217,145.0642
Brighton East,163.0,-37.91684,145.01727
Brighton East,0.0,-37.9067,145.0247
Mont Albert,115.0,-37.8238,145.1135
Mill Park,231.0,-37.65898,145.08245
Collingwood,125.0,-37.79799,144.98954
Rosanna,185.0,-37.7449,145.0596
Yarraville,83.0,-37.8173,144.894
Heidelberg Heights,84.0,-37.7428,145.0511
Caulfield South,135.0,-37.9027,145.0322
Brighton East,4.0,-37.9078,145.0222
Richmond,100.0,-37.8221,144.9988
Heidelberg,237.0,-37.74863,145.07202
Northcote,127.0,-37.7677,145.0142
Montmorency,183.0,-37.72196,145.1134
Broadmeadows,120.0,-37.69336,144.92303
Tullamarine,191.0,-37.69594,144.87857
Williamstown,72.0,-37.8536,144.8981
Seddon,136.0,-37.8067,144.8934
Elsternwick,123.0,-37.8922,145.0112
Moorabbin,188.0,-37.9443,145.0444
Seddon,150.0,-37.8059,144.8899
Taylors Lakes,291.0,-37.68767,144.7703
Balaclava,61.0,-37.8731,144.9958
Essendon,55.0,-37.7569,144.9256
Parkdale,110.0,-37.98819,145.07385
Cheltenham,121.0,-37.96877,145.07484
Eltham North,198.0,-37.68739,145.14437
Hawthorn,104.0,-37.82031,145.04043
Dingley Village,142.0,-37.97801,145.13348
Williamstown,257.0,-37.8621,144.8999
Broadmeadows,84.0,-37.68671,144.93028
West Footscray,119.0,-37.79105,144.87914
Sunshine West,240.0,-37.7956,144.7953
Heidelberg West,95.0,-37.7482,145.04073
Essendon West,118.0,-37.7532,144.8848
Williams Landing,248.0,-37.85737,144.7487
Oakleigh South,161.0,-37.93543,145.08408
Doncaster,135.0,-37.79,145.1186
Kingsbury,165.0,-37.7143,145.039
Maribyrnong,154.0,-37.763,144.8877
Brunswick,57.0,-37.7778,144.9594
Sunshine,72.0,-37.7912,144.8439
Bentleigh East,191.0,-37.91503,145.07997
Brunswick,78.0,-37.7588,144.9646
Avondale Heights,132.0,-37.76406,144.86071
Dallas,108.0,-37.6706,144.9292
Balaclava,49.0,-37.8678,144.9966
Jacana,90.0,-37.68825,144.91484
Bentleigh,75.0,-37.91627,145.03892
Bentleigh East,123.0,-37.9329,145.053
Hadfield,115.0,-37.707,144.9411
Balwyn,100.0,-37.8112,145.0881
Pascoe Vale,190.0,-37.72034,144.93788
Mill Park,183.0,-37.67427,145.06955
Kensington,147.0,-37.792,144.9324
Kew,204.0,-37.8053,145.0327
Rosanna,83.0,-37.7362,145.079
Richmond,162.0,-37.81176,145.00649
Bentleigh,149.0,-37.9317,145.0352
Footscray,101.7,-37.79221,144.89076
Ivanhoe,59.0,-37.7591,145.0501
Hawthorn,49.0,-37.81823,145.03972
Richmond,95.0,-37.8264,145.0123
Maribyrnong,107.0,-37.77158,144.88116
Surrey Hills,218.0,-37.8346,145.1059
Hawthorn,125.0,-37.8253,145.0287
Sunshine North,130.0,-37.77388,144.84369
Lalor,183.0,-37.66503,144.99266
Hillside,296.0,-37.68369,144.74022
Maidstone,112.0,-37.7801,144.869
Glen Waverley,208.0,-37.8697,145.18103
Hawthorn,84.0,-37.82258,145.0193
Williamstown,133.0,-37.85927,144.87904
Maribyrnong,141.0,-37.7701,144.8791
Wantirna,220.0,-37.84972,145.23531
Bentleigh East,110.0,-37.9119,145.0705
Keilor East,134.0,-37.74442,144.87636
Werribee,115.0,-37.88006,144.65671
Lalor,88.0,,
Knoxfield,281.0,-37.87695,145.2547
South Morang,161.0,-37.63552,145.08976
Dingley Village,151.0,-37.98269,145.12811
South Yarra,38.0,-37.8379,144.9913
Hadfield,100.0,-37.70325,144.94757
Bentleigh,161.0,-37.92594,145.0433
Aberfeldie,180.0,-37.7609,144.8905
Glen Huntly,207.0,-37.89042,145.04058
Northcote,102.0,-37.7667,144.9909
Brunswick West,60.0,-37.7665,144.9425
Rosanna,148.0,-37.7437,145.0633
St Kilda,70.0,-37.8709,144.9807
Sydenham,232.0,-37.70525,144.75699
Forest Hill,73.0,-37.83283,145.17533
Pascoe Vale,108.0,-37.72304,144.92864
Werribee,95.0,-37.8889,144.65744
Preston,151.0,-37.7379,144.9851
Dandenong,192.0,-37.9984,145.1962
Keilor East,111.0,-37.746,144.8651
Albion,142.0,-37.77917,144.82223
Coburg North,91.0,-37.72481,144.96085
Oakleigh East,130.0,-37.91017,145.11488
Hawthorn,56.0,-37.8294,145.0382
Richmond,128.0,-37.8285,145.0022
Windsor,79.0,-37.8559,144.999
Fitzroy North,77.0,-37.7833,144.9819
St Kilda,43.0,-37.8599,144.9766
Templestowe Lower,189.0,-37.7573,145.0994
Tarneit,118.0,-37.85303,144.66346
Craigieburn,140.0,-37.56828,144.90385
Croydon North,196.0,-37.76917,145.29265
Epping,102.0,-37.64162,145.03814
Yarraville,65.0,-37.8182,144.8846
Point Cook,210.0,-37.8794,144.7412
Keilor Lodge,153.0,-37.69924,144.79452
Kew,112.0,-37.7978,145.0333
Templestowe Lower,158.0,-37.7646,145.1167
Glen Iris,150.0,-37.85678,145.05555
Glenroy,112.0,-37.70072,144.91662
Richmond,106.0,-37.8128,145.0139
South Yarra,103.0,-37.8394,144.9886
Camberwell,215.0,-37.8326,145.0685
Glen Iris,101.0,-37.84967,145.08388
Burwood,126.0,-37.8521,145.1187
Yarraville,87.0,-37.8159,144.8795
Coburg North,102.0,-37.73316,144.97958
Gowanbrae,212.0,-37.69953,144.89941
Alphington,272.0,-37.7844,145.0225
Malvern,141.0,-37.86162,145.03065
Werribee,125.0,-37.90315,144.67115
Essendon North,65.0,-37.7433,144.9074
South Yarra,172.0,-37.8433,145.0001
Essendon,76.0,-37.7495,144.9205
Fitzroy North,92.0,-37.7819,144.9824
Coburg,109.0,-37.7545,144.97739
Preston,0.0,-37.73674,145.02418
Oakleigh,183.0,-37.9087,145.0886
Collingwood,162.0,-37.79531,144.9863
Hughesdale,97.0,-37.8931,145.0791
Diamond Creek,61.0,-37.67629,145.15589
South Melbourne,168.0,-37.8395,144.9489
Brunswick West,202.0,-37.77242,144.94458
Glen Iris,143.0,-37.8589,145.0413
Sunshine North,153.0,-37.76883,144.83974
Box Hill,170.0,-37.8257,145.1216
Elwood,51.0,-37.8767,144.9849
Spotswood,134.0,-37.829,144.8807
Richmond,77.0,-37.813,144.99303
Brunswick West,75.0,-37.7595,144.9436
Heidelberg Heights,172.0,-37.7487,145.0522
Craigieburn,148.0,-37.56857,144.91694
Sandringham,168.0,-37.95685,145.01977
Thornbury,105.0,-37.7564,144.9971
Chadstone,112.0,-37.8856,145.0934
Mill Park,141.0,-37.66898,145.07209
Brunswick West,69.0,-37.768,144.9408
Toorak,133.0,-37.84297,145.01819
Fitzroy North,135.0,-37.7851,144.9809
Melbourne,47.0,-37.81301,144.96924
