Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Price_USD
West Footscray,9 Devonshire St,4,h,850000.0,PI,Burnham,16/09/2017,6.4,3012.0,4.0,2.0,1.0,,164.0,1950.0,Maribyrnong City Council,-37.79068,144.86999,Western Metropolitan,5058.0,637500.0
Westmeadows,28 Hornsby Av,4,h,702000.0,S,YPA,16/09/2017,16.5,3049.0,4.0,2.0,2.0,,149.0,1990.0,Hume City Council,-37.67972,144.87564,Northern Metropolitan,2474.0,526500.0
Windsor,5 Gladstone St,3,h,1425000.0,S,Jellis,16/09/2017,4.6,3181.0,3.0,1.0,1.0,188.0,150.0,1907.0,Port Phillip City Council,-37.85277,144.98485,Southern Metropolitan,4380.0,1068750.0
Yarraville,9 Hawkhurst St,3,h,1190000.0,SP,Jas,16/09/2017,6.3,3013.0,3.0,1.0,2.0,515.0,89.0,1955.0,Maribyrnong City Council,-37.82067,144.87725,Western Metropolitan,6543.0,892500.0
Albanvale,35 Angelique Gr,3,h,506000.0,S,hockingstuart,19/08/2017,14.0,3021.0,3.0,1.0,2.0,544.0,120.0,1980.0,Brimbank City Council,-37.74965,144.77009,Western Metropolitan,1899.0,379500.0
Albanvale,32 Dover St,3,h,502000.0,S,GL,19/08/2017,14.0,3021.0,3.0,1.0,2.0,,115.0,1975.0,Brimbank City Council,-37.74485,144.77612,Western Metropolitan,1899.0,376500.0
Altona North,57B Second Av,3,h,720000.0,SP,Gunn&Co,19/08/2017,9.4,3025.0,3.0,2.0,2.0,,127.0,2009.0,Hobsons Bay City Council,-37.83685,144.8533,Western Metropolitan,5132.0,540000.0
Ardeer,721 Ballarat Rd,3,h,730000.0,SP,HAR,19/08/2017,12.8,3022.0,3.0,2.0,2.0,739.0,112.0,1970.0,Brimbank City Council,-37.77245,144.8001,Western Metropolitan,1281.0,547500.0
Armadale,18A New St,2,h,1460000.0,S,Jellis,19/08/2017,6.3,3143.0,2.0,1.0,1.0,181.0,80.0,1930.0,Stonnington City Council,-37.8542,145.01506,Southern Metropolitan,4836.0,1095000.0
Armadale,28 New St,2,h,1726000.0,S,Marshall,19/08/2017,6.3,3143.0,2.0,2.0,2.0,269.0,128.0,1910.0,Stonnington City Council,-37.85425,145.01545,Southern Metropolitan,4836.0,1294500.0
Ashburton,21 Warner Av,4,h,1920000.0,S,Jellis,19/08/2017,10.2,3147.0,4.0,3.0,2.0,391.0,203.0,2016.0,Boroondara City Council,-37.86664,145.08597,Southern Metropolitan,3052.0,1440000.0
Ashwood,33 Douglas St,3,h,1575000.0,S,Jellis,19/08/2017,10.2,3147.0,3.0,1.0,2.0,787.0,115.0,1955.0,Monash City Council,-37.86394,145.09702,Southern Metropolitan,2894.0,1181250.0
Balwyn North,16 Riverview Rd,3,h,1890000.0,S,Fletchers,19/08/2017,9.7,3104.0,3.0,2.0,1.0,632.0,144.0,1940.0,Boroondara City Council,-37.79094,145.07899,Southern Metropolitan,7809.0,1417500.0
Bellfield,1/123 Liberty Pde,2,h,600000.0,PI,Nelson,19/08/2017,8.8,3081.0,2.0,1.0,1.0,,81.0,1960.0,Banyule City Council,-37.75084,145.03335,Eastern Metropolitan,790.0,450000.0
Bentleigh,210 Centre Rd,4,h,1895000.0,S,Jellis,19/08/2017,11.4,3204.0,4.0,2.0,2.0,557.0,220.0,1920.0,Glen Eira City Council,-37.91741,145.02873,Southern Metropolitan,6795.0,1421250.0
Bentleigh East,41 Shrewsbury St,4,h,1595000.0,S,Jellis,19/08/2017,13.8,3165.0,4.0,1.0,2.0,581.0,167.0,1960.0,Glen Eira City Council,-37.91291,145.05996,Southern Metropolitan,10969.0,1196250.0
Berwick,39 Inkerman St,4,h,710000.0,SP,O'Brien,19/08/2017,35.2,3806.0,4.0,2.0,2.0,,190.0,2007.0,Casey City Council,-38.06954,145.34785,Eastern Victoria,17093.0,532500.0
Blackburn South,277 Blackburn Rd,3,h,1000000.0,S,Ray,19/08/2017,13.4,3130.0,3.0,1.0,3.0,,118.0,1960.0,Whitehorse City Council,-37.84499,145.15484,Eastern Metropolitan,4387.0,750000.0
Brighton,2A Hillcrest Av,4,h,1850000.0,VB,Jellis,19/08/2017,10.5,3186.0,4.0,3.0,3.0,421.0,170.0,2000.0,Bayside City Council,-37.90542,145.00604,Southern Metropolitan,10579.0,1387500.0
Brighton,3 Seaview Av,4,h,1740000.0,S,Woodards,19/08/2017,10.5,3186.0,4.0,1.0,2.0,,177.0,1925.0,Bayside City Council,-37.93091,144.99266,Southern Metropolitan,10579.0,1305000.0
Broadmeadows,90 Kitchener St,3,h,582000.0,S,YPA,19/08/2017,14.0,3047.0,3.0,1.0,1.0,,112.0,1960.0,Hume City Council,-37.68318,144.92848,Northern Metropolitan,4294.0,436500.0
Broadmeadows,7 Osway St,2,h,625000.0,S,Nicholson,19/08/2017,14.0,3047.0,3.0,1.0,2.0,,75.0,1960.0,Hume City Council,-37.6924,144.91733,Northern Metropolitan,4294.0,468750.0
Brunswick,2/182 Albion St,4,h,1315000.0,S,Nelson,19/08/2017,5.2,3056.0,4.0,2.0,2.0,,140.0,2016.0,Moreland City Council,-37.76133,144.96439,Northern Metropolitan,11918.0,986250.0
Bulleen,3 England St,4,h,1240000.0,S,Purplebricks,19/08/2017,10.8,3105.0,4.0,2.0,2.0,602.0,170.0,1970.0,Manningham City Council,-37.76012,145.0854,Eastern Metropolitan,4480.0,930000.0
Bundoora,567 Grimshaw St,3,h,1234000.0,S,Barry,19/08/2017,12.1,3083.0,3.0,1.0,2.0,896.0,139.0,1965.0,Banyule City Council,-37.70042,145.0614,Northern Metropolitan,10175.0,925500.0
Burwood East,61 Newhaven Rd,3,h,1000000.0,VB,Fletchers,19/08/2017,14.7,3151.0,4.0,2.0,2.0,788.0,108.0,1960.0,Whitehorse City Council,-37.85985,145.15656,Eastern Metropolitan,4048.0,750000.0
Camberwell,11 Berwick St,3,h,1901000.0,PI,Jellis,19/08/2017,7.7,3124.0,3.0,2.0,2.0,,205.0,1940.0,Boroondara City Council,-37.823,145.05999,Southern Metropolitan,8920.0,1425750.0
Campbellfield,2 Augusta Av,4,h,650000.0,VB,Raine,19/08/2017,16.6,3061.0,4.0,2.0,4.0,688.0,175.0,1970.0,Hume City Council,-37.6714,144.95458,Northern Metropolitan,1889.0,487500.0
Canterbury,1/145 Prospect Hill Rd,3,h,1750000.0,VB,Jellis,19/08/2017,8.4,3126.0,3.0,2.0,2.0,,150.0,1900.0,Boroondara City Council,-37.83004,145.07472,Southern Metropolitan,3265.0,1312500.0
Carlton North,242 Canning St,2,h,1540000.0,S,Jellis,19/08/2017,3.5,3054.0,2.0,1.0,,158.0,112.0,1890.0,Melbourne City Council,-37.79212,144.97409,Northern Metropolitan,3106.0,1155000.0
Caulfield North,76 Kambrook Rd,2,h,1160000.0,S,Jellis,19/08/2017,7.8,3161.0,2.0,1.0,1.0,,111.0,1915.0,Glen Eira City Council,-37.87655,145.03568,Southern Metropolitan,6923.0,870000.0
Chelsea Heights,3 Third Av,3,h,710000.0,SP,hockingstuart,19/08/2017,27.0,3196.0,3.0,1.0,1.0,650.0,138.0,1960.0,Kingston City Council,-38.04513,145.1346,South-Eastern Metropolitan,2076.0,532500.0
Cheltenham,6 Shadwell St,3,h,1230000.0,S,Buxton,19/08/2017,17.9,3192.0,3.0,1.0,1.0,584.0,133.0,1960.0,Bayside City Council,-37.96402,145.06658,Southern Metropolitan,9758.0,922500.0
Clarinda,13 Dyer Ct,5,h,883300.0,S,Gary,19/08/2017,17.5,3169.0,5.0,2.0,2.0,402.0,177.0,1980.0,Kingston City Council,-37.94452,145.11108,South-Eastern Metropolitan,2727.0,662475.0
Clarinda,6 Rosewall Pl,3,h,790000.0,S,C21,19/08/2017,17.5,3169.0,3.0,1.0,2.0,532.0,114.0,1975.0,Kingston City Council,-37.93765,145.10583,South-Eastern Metropolitan,2727.0,592500.0
Clifton Hill,36 Rutland St,2,h,1310000.0,S,Collins,19/08/2017,3.6,3068.0,2.0,1.0,,146.0,104.0,1890.0,Yarra City Council,-37.79346,144.99642,Northern Metropolitan,2954.0,982500.0
Coburg,269 Bell St,3,h,880000.0,S,Nelson,19/08/2017,6.7,3058.0,3.0,1.0,1.0,379.0,107.0,1910.0,Darebin City Council,-37.73999,144.95141,Northern Metropolitan,11204.0,660000.0
Coburg,4 Jamieson St,3,h,1070000.0,S,Nelson,19/08/2017,6.7,3058.0,3.0,1.0,2.0,392.0,98.0,1920.0,Darebin City Council,-37.74671,144.95142,Northern Metropolitan,11204.0,802500.0
Coburg,13 Jessie St,5,h,1500000.0,VB,Nelson,19/08/2017,6.7,3058.0,5.0,3.0,4.0,900.0,180.0,1888.0,Darebin City Council,-37.75402,144.95991,Northern Metropolitan,11204.0,1125000.0
Coburg,87 Nicholson St,4,h,1085000.0,S,Brad,19/08/2017,6.7,3058.0,4.0,2.0,1.0,430.0,155.0,1920.0,Darebin City Council,-37.7505,144.97649,Northern Metropolitan,11204.0,813750.0
Craigieburn,7 Eve Ct,3,h,582500.0,S,YPA,19/08/2017,20.6,3064.0,3.0,1.0,0.0,947.0,132.0,1972.0,Hume City Council,-37.59604,144.94022,Northern Metropolitan,15510.0,436875.0
Craigieburn,13 Eveline St,4,h,480000.0,SP,Ray,19/08/2017,20.6,3064.0,4.0,2.0,2.0,312.0,148.0,2015.0,Hume City Council,-37.56857,144.91694,Northern Metropolitan,15510.0,360000.0
Craigieburn,73 Mareeba Wy,4,h,523000.0,S,Barry,19/08/2017,20.6,3064.0,4.0,2.0,2.0,484.0,159.0,2009.0,Hume City Council,-37.58012,144.91998,Northern Metropolitan,15510.0,392250.0
Craigieburn,3 Pembury St,3,h,485000.0,S,Ray,19/08/2017,20.6,3064.0,3.0,2.0,1.0,321.0,150.0,2013.0,Hume City Council,-37.56937,144.90524,Northern Metropolitan,15510.0,363750.0
Cranbourne,93 Cameron St,3,h,545000.0,S,O'Brien,19/08/2017,34.7,3977.0,3.0,2.0,2.0,,129.0,1975.0,Casey City Council,-38.10818,145.29062,South-Eastern Metropolitan,7680.0,408750.0
Dallas,29 Kilmore Cr,3,h,475000.0,S,Barry,19/08/2017,14.0,3047.0,3.0,1.0,2.0,560.0,108.0,1965.0,Hume City Council,-37.67345,144.92526,Northern Metropolitan,2246.0,356250.0
Dandenong,19 Bassett St,3,h,558000.0,SP,C21,19/08/2017,24.7,3175.0,3.0,2.0,1.0,,137.0,2012.0,Greater Dandenong City Council,-37.99136,145.20252,South-Eastern Metropolitan,10894.0,418500.0
Diamond Creek,86 Oronsay Cr,3,h,740000.0,S,Flannagan,19/08/2017,21.8,3089.0,3.0,2.0,2.0,,179.0,1986.0,Nillumbik Shire Council,-37.68602,145.15018,Northern Victoria,4258.0,555000.0
Dingley Village,11 Evelyn Ct,4,h,970000.0,PI,Barry,19/08/2017,22.2,3172.0,4.0,2.0,2.0,364.0,210.0,1995.0,Kingston City Council,-37.96853,145.12948,South-Eastern Metropolitan,3940.0,727500.0
Donvale,2/9 Standring Cl,3,h,988000.0,S,Barry,19/08/2017,16.1,3111.0,3.0,2.0,2.0,243.0,150.0,2012.0,Manningham City Council,-37.78298,145.17682,Eastern Metropolitan,4790.0,741000.0
Doreen,6 Carome Wy,3,h,472000.0,S,HAR,19/08/2017,25.9,3754.0,3.0,2.0,2.0,,153.0,2000.0,Nillumbik Shire Council,-37.58883,145.11762,Northern Victoria,7254.0,354000.0
Doveton,6 Virgilia St,3,h,451000.0,S,REMAX,19/08/2017,28.8,3177.0,3.0,1.0,2.0,,105.0,2011.0,Casey City Council,-37.99729,145.23478,South-Eastern Metropolitan,3533.0,338250.0
Edithvale,115 Ella Gr,3,h,875000.0,SP,Eview,19/08/2017,27.0,3196.0,3.0,1.0,3.0,694.0,136.0,1975.0,Kingston City Council,-38.03819,145.12443,South-Eastern Metropolitan,2546.0,656250.0
Edithvale,5 Haig Av,3,h,995000.0,PI,Hodges,19/08/2017,27.0,3196.0,3.0,2.0,2.0,,126.0,1950.0,Kingston City Council,-38.03816,145.11459,South-Eastern Metropolitan,2546.0,746250.0
Eltham,5 Thomas St,3,h,810000.0,VB,Morrison,19/08/2017,18.0,3095.0,3.0,2.0,2.0,868.0,135.0,1980.0,Banyule City Council,-37.70659,145.16345,Eastern Metropolitan,6990.0,607500.0
Elwood,4/130 Tennyson St,3,h,1380000.0,S,hockingstuart,19/08/2017,7.2,3184.0,3.0,1.0,2.0,1730.0,152.0,2001.0,Port Phillip City Council,-37.8797,144.99089,Southern Metropolitan,8989.0,1035000.0
Epping,5 Herridge Pl,3,h,600000.0,S,hockingstuart,19/08/2017,19.6,3076.0,3.0,2.0,3.0,,177.0,2008.0,Whittlesea City Council,-37.62828,145.012,Northern Metropolitan,10926.0,450000.0
Epping,12 Radman St,3,h,631000.0,S,Ray,19/08/2017,19.6,3076.0,3.0,2.0,2.0,,161.0,2011.0,Whittlesea City Council,-37.63368,145.01277,Northern Metropolitan,10926.0,473250.0
Fairfield,151 Perry St,4,h,1280000.0,S,Jellis,19/08/2017,5.7,3078.0,4.0,2.0,2.0,485.0,133.0,1920.0,Darebin City Council,-37.77044,145.02465,Northern Metropolitan,2970.0,960000.0
Footscray,28 Central Av,2,h,942000.0,SP,Jas,19/08/2017,5.1,3011.0,2.0,1.0,1.0,241.0,91.0,1915.0,Maribyrnong City Council,-37.79583,144.89406,Western Metropolitan,7570.0,706500.0
Forest Hill,18 Sherman St,2,h,976000.0,S,McGrath,19/08/2017,15.4,3131.0,2.0,1.0,1.0,,97.0,1970.0,Whitehorse City Council,-37.83764,145.18157,Eastern Metropolitan,4385.0,732000.0
Glen Iris,72 Bath Rd,3,h,1300000.0,VB,Kay,19/08/2017,7.3,3146.0,3.0,1.0,2.0,403.0,124.0,1960.0,Boroondara City Council,-37.85574,145.09051,Southern Metropolitan,10412.0,975000.0
Glen Iris,3/67 Carroll Cr,2,h,820000.0,SP,Biggin,19/08/2017,7.3,3146.0,2.0,1.0,2.0,,107.0,1990.0,Boroondara City Council,-37.85198,145.05011,Southern Metropolitan,10412.0,615000.0
Glen Iris,4 Faircroft Av,3,h,1307500.0,S,Jellis,19/08/2017,7.3,3146.0,3.0,1.0,1.0,316.0,111.0,1940.0,Boroondara City Council,-37.84782,145.05004,Southern Metropolitan,10412.0,980625.0
Glen Iris,1A York Rd,3,h,1390000.0,PI,Jellis,19/08/2017,7.3,3146.0,3.0,2.0,1.0,303.0,150.0,1940.0,Boroondara City Council,-37.85678,145.05555,Southern Metropolitan,10412.0,1042500.0
Glen Waverley,22 Campbell St,3,h,1310000.0,S,Harcourts,19/08/2017,16.7,3150.0,3.0,1.0,1.0,782.0,102.0,1960.0,Monash City Council,-37.86941,145.17108,Eastern Metropolitan,15321.0,982500.0
Glen Waverley,2 Cherry St,5,h,1285000.0,S,Ray,19/08/2017,16.7,3150.0,5.0,2.0,1.0,651.0,124.0,1970.0,Monash City Council,-37.8656,145.15034,Eastern Metropolitan,15321.0,963750.0
Glen Waverley,16 Cooper Av,4,h,1292000.0,S,Barry,19/08/2017,16.7,3150.0,4.0,2.0,2.0,768.0,169.0,1970.0,Monash City Council,-37.89965,145.17135,Eastern Metropolitan,15321.0,969000.0
Glenroy,8A Finchley Av,4,h,831000.0,S,Ray,19/08/2017,11.2,3046.0,4.0,3.0,3.0,708.0,175.0,2007.0,Moreland City Council,-37.70317,144.91396,Northern Metropolitan,8870.0,623250.0
Glenroy,25 Hilda St,3,h,570000.0,S,YPA,19/08/2017,11.2,3046.0,3.0,1.0,1.0,308.0,93.0,1950.0,Moreland City Council,-37.69879,144.93354,Northern Metropolitan,8870.0,427500.0
Glenroy,78 Justin Av,2,h,805000.0,SP,RW,19/08/2017,11.2,3046.0,2.0,1.0,4.0,712.0,82.0,1970.0,Moreland City Council,-37.69994,144.93489,Northern Metropolitan,8870.0,603750.0
Gowanbrae,85 Marigold Cr,4,h,931000.0,S,Nelson,19/08/2017,12.9,3043.0,4.0,2.0,2.0,462.0,212.0,2008.0,Moreland City Council,-37.69953,144.89941,Western Metropolitan,1071.0,698250.0
Greenvale,3 Hesket Ct,4,h,700000.0,S,Barry,19/08/2017,20.4,3059.0,4.0,2.0,2.0,,212.0,1990.0,Hume City Council,-37.64409,144.89134,Northern Metropolitan,4864.0,525000.0
Hawthorn,28 Bell St,2,h,1600000.0,PI,Marshall,19/08/2017,5.3,3122.0,2.0,1.0,,200.0,101.0,1890.0,Boroondara City Council,-37.81789,145.03948,Southern Metropolitan,11308.0,1200000.0
Hawthorn East,16 Munro St,3,h,1805000.0,S,Marshall,19/08/2017,6.2,3123.0,3.0,1.0,2.0,,98.0,1900.0,Boroondara City Council,-37.82861,145.04667,Southern Metropolitan,6482.0,1353750.0
Heidelberg West,3 Narvik Cr,3,h,845000.0,S,Purplebricks,19/08/2017,8.8,3081.0,3.0,1.0,2.0,,100.0,1954.0,Banyule City Council,-37.7465,145.04002,Eastern Metropolitan,2674.0,633750.0
Highett,13 Train St,5,h,1225000.0,S,Buxton,19/08/2017,16.0,3190.0,5.0,2.0,2.0,506.0,210.0,1950.0,Bayside City Council,-37.94708,145.04056,Southern Metropolitan,4794.0,918750.0
Hillside,3 Silvana Wy,3,h,478000.0,S,Barry,19/08/2017,18.0,3037.0,3.0,1.0,1.0,318.0,118.0,2003.0,Brimbank City Council,-37.70388,144.75259,Western Metropolitan,5556.0,358500.0
Hoppers Crossing,150 Kingston Bvd,4,h,635000.0,S,Ray,19/08/2017,18.4,3029.0,4.0,2.0,2.0,,200.0,2000.0,Wyndham City Council,-37.85741,144.7111,Western Metropolitan,13830.0,476250.0
Hoppers Crossing,22 Roseland Cr,3,h,520000.0,S,Reliance,19/08/2017,18.4,3029.0,3.0,1.0,2.0,538.0,112.0,1980.0,Wyndham City Council,-37.88531,144.68431,Western Metropolitan,13830.0,390000.0
Hoppers Crossing,88 Wilmington Av,4,h,600000.0,S,LJ,19/08/2017,18.4,3029.0,4.0,2.0,2.0,,175.0,1994.0,Wyndham City Council,-37.86491,144.67195,Western Metropolitan,13830.0,450000.0
Jacana,29 Hendricks Cr,4,h,650000.0,S,Stockdale,19/08/2017,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,Hume City Council,-37.68196,144.90661,Northern Metropolitan,851.0,487500.0
Keilor Downs,15 Dunbar Ct,4,h,715000.0,S,Barry,19/08/2017,15.5,3038.0,4.0,2.0,4.0,,170.0,1984.0,Brimbank City Council,-37.71413,144.80851,Western Metropolitan,3656.0,536250.0
Keilor East,41 Patricia St,4,h,1250000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,2.0,2.0,534.0,211.0,1970.0,Brimbank City Council,-37.74514,144.87313,Western Metropolitan,5629.0,937500.0
Keilor East,15 Shelley St,4,h,986000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,1.0,2.0,615.0,176.0,1964.0,Brimbank City Council,-37.74127,144.86648,Western Metropolitan,5629.0,739500.0
Keilor East,9A The Crossway,3,h,620000.0,PI,Nelson,19/08/2017,11.7,3033.0,3.0,2.0,1.0,292.0,113.0,2013.0,Brimbank City Council,-37.74695,144.86625,Western Metropolitan,5629.0,465000.0
Kilsyth,47 Churchill Wy,3,h,710000.0,SP,McGrath,19/08/2017,26.0,3137.0,3.0,1.0,2.0,837.0,130.0,1960.0,Maroondah City Council,-37.79682,145.30467,Eastern Metropolitan,4654.0,532500.0
Kilsyth,16 Regina St,3,h,780000.0,SP,McGrath,19/08/2017,26.0,3137.0,3.0,2.0,1.0,862.0,162.0,1986.0,Maroondah City Council,-37.80212,145.33017,Eastern Metropolitan,4654.0,585000.0
Kurunjang,12 Ella Ct,3,h,401500.0,S,hockingstuart,19/08/2017,31.7,3337.0,3.0,2.0,,,126.0,2003.0,Melton City Council,-37.66689,144.5952,Northern Victoria,3553.0,301125.0
Lalor,11 Delmare St,3,h,700000.0,S,HAR,19/08/2017,16.3,3075.0,3.0,1.0,1.0,537.0,103.0,1975.0,Whittlesea City Council,-37.66958,145.02941,Northern Metropolitan,8279.0,525000.0
Laverton,40 Reschke Ct,3,h,590000.0,S,hockingstuart,19/08/2017,15.5,3028.0,3.0,1.0,3.0,,116.0,1960.0,Hobsons Bay City Council,-37.86498,144.77406,Western Metropolitan,2004.0,442500.0
Malvern East,49 Tennyson St,3,h,1800000.0,PI,Jellis,19/08/2017,8.4,3145.0,3.0,2.0,1.0,460.0,123.0,1910.0,Stonnington City Council,-37.87241,145.05103,Southern Metropolitan,8801.0,1350000.0
Maribyrnong,57 River St,4,h,1500000.0,S,RW,19/08/2017,4.3,3032.0,4.0,2.0,2.0,650.0,174.0,2000.0,Maribyrnong City Council,-37.77961,144.88587,Western Metropolitan,4918.0,1125000.0
Melton South,18 Brennan St,3,h,460000.0,S,Ryder,19/08/2017,29.8,3338.0,3.0,1.0,1.0,602.0,108.0,1980.0,Melton City Council,-37.70484,144.57261,Western Victoria,4718.0,345000.0
Mernda,5 Haig St,3,h,547000.0,S,Ray,19/08/2017,25.9,3754.0,3.0,2.0,2.0,410.0,135.0,2012.0,Whittlesea City Council,-37.59665,145.08877,Northern Metropolitan,5812.0,410250.0
Mernda,98 Waterview Dr,4,h,575000.0,S,HAR,19/08/2017,25.9,3754.0,4.0,2.0,2.0,,157.0,2008.0,Whittlesea City Council,-37.61144,145.08202,Northern Metropolitan,5812.0,431250.0
Mill Park,11 Fern Ct,3,h,671000.0,S,Love,19/08/2017,17.9,3082.0,3.0,2.0,2.0,,142.0,1985.0,Whittlesea City Council,-37.67609,145.05583,Northern Metropolitan,10529.0,503250.0
Montmorency,2/50 Coventry St,3,h,756000.0,S,Fletchers,19/08/2017,16.2,3094.0,3.0,1.0,2.0,204.0,102.0,2000.0,Banyule City Council,-37.72266,145.12172,Eastern Metropolitan,3891.0,567000.0
Moorabbin,43 Hillston Rd,3,h,901000.0,S,Buxton,19/08/2017,14.3,3189.0,3.0,2.0,2.0,,111.0,1950.0,Kingston City Council,-37.94211,145.04573,Southern Metropolitan,2555.0,675750.0
Mount Evelyn,4 Longview Rd,3,h,515000.0,S,Ray,19/08/2017,31.6,3796.0,3.0,1.0,0.0,915.0,101.0,1970.0,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria,3532.0,386250.0
Mount Waverley,10 Rhonda St,4,h,1340000.0,S,Barry,19/08/2017,14.2,3149.0,4.0,2.0,2.0,800.0,160.0,1970.0,Monash City Council,-37.88859,145.13335,Eastern Metropolitan,13366.0,1005000.0
Narre Warren,129 Fleetwood Dr,3,h,570000.0,S,O'Brien,19/08/2017,34.1,3805.0,3.0,2.0,2.0,,130.0,1998.0,Casey City Council,-38.03988,145.31927,South-Eastern Metropolitan,9376.0,427500.0
Northcote,1/1 Lorna Av,3,h,1180000.0,SP,McGrath,19/08/2017,5.3,3070.0,3.0,2.0,2.0,,142.0,2013.0,Darebin City Council,-37.77043,145.01277,Northern Metropolitan,11364.0,885000.0
Notting Hill,7 Tamala Av,3,h,1001000.0,S,Biggin,19/08/2017,16.7,3168.0,3.0,1.0,1.0,,143.0,1970.0,Monash City Council,-37.90678,145.14698,Southern Metropolitan,902.0,750750.0
Nunawading,9 Patterson St,3,h,1218000.0,S,Ray,19/08/2017,15.4,3131.0,3.0,1.0,1.0,757.0,125.0,1953.0,Manningham City Council,-37.82568,145.16752,Eastern Metropolitan,4973.0,913500.0
Oak Park,37 Josephine St,3,h,850000.0,VB,Brad,19/08/2017,11.2,3046.0,3.0,2.0,1.0,,120.0,1970.0,Moreland City Council,-37.71872,144.9156,Northern Metropolitan,2651.0,637500.0
Pakenham,10 Eyre Pl,4,h,442000.0,S,C21,19/08/2017,47.3,3810.0,4.0,2.0,2.0,,177.0,2011.0,Cardinia Shire Council,-38.05934,145.51137,Eastern Victoria,17384.0,331500.0
Pascoe Vale,55 Alpine Gr,3,h,980000.0,S,Nelson,19/08/2017,8.5,3044.0,3.0,1.0,1.0,546.0,103.0,1950.0,Moreland City Council,-37.72208,144.93714,Northern Metropolitan,7485.0,735000.0
Preston,15 Albert St,3,h,961000.0,S,Nelson,19/08/2017,8.4,3072.0,3.0,1.0,2.0,529.0,144.0,1970.0,Darebin City Council,-37.75049,145.02099,Northern Metropolitan,14577.0,720750.0
Reservoir,20 Barton St,3,h,876000.0,S,Barry,19/08/2017,12.0,3073.0,3.0,1.0,2.0,653.0,120.0,1950.0,Darebin City Council,-37.71142,145.00377,Northern Metropolitan,21650.0,657000.0
Reservoir,26 Howard St,2,h,971000.0,S,Nelson,19/08/2017,12.0,3073.0,2.0,2.0,2.0,,107.0,1930.0,Darebin City Council,-37.71939,145.01407,Northern Metropolitan,21650.0,728250.0
Reservoir,49 Liston Av,4,h,866000.0,S,HAR,19/08/2017,12.0,3073.0,4.0,2.0,4.0,576.0,150.0,1940.0,Darebin City Council,-37.69742,145.01604,Northern Metropolitan,21650.0,649500.0
Reservoir,19 Lucille Av,3,h,775500.0,S,Ray,19/08/2017,12.0,3073.0,3.0,1.0,3.0,586.0,120.0,1960.0,Darebin City Council,-37.69983,145.02202,Northern Metropolitan,21650.0,581625.0
Reservoir,60 Southernhay St,4,h,1175000.0,S,Woodards,19/08/2017,12.0,3073.0,4.0,1.0,3.0,,145.0,1930.0,Darebin City Council,-37.72522,145.00852,Northern Metropolitan,21650.0,881250.0
Reservoir,18 Winter Cr,3,h,790000.0,PI,Love,19/08/2017,12.0,3073.0,3.0,1.0,4.0,,138.0,1960.0,Darebin City Council,-37.71923,145.02824,Northern Metropolitan,21650.0,592500.0
Richmond,69 Brighton St,2,h,1975000.0,S,Biggin,19/08/2017,2.4,3121.0,2.0,1.0,2.0,,103.0,1971.0,Yarra City Council,-37.82868,144.99918,Northern Metropolitan,14949.0,1481250.0
Ringwood,1A Wingrove Pl,3,h,720000.0,S,Ray,19/08/2017,19.9,3134.0,3.0,1.0,2.0,,133.0,1985.0,Maroondah City Council,-37.80594,145.24285,Eastern Metropolitan,7785.0,540000.0
Rosanna,11 Maleela Gr,3,h,1051500.0,S,Barry,19/08/2017,8.9,3084.0,3.0,1.0,3.0,,80.0,1950.0,Banyule City Council,-37.73878,145.07802,Eastern Metropolitan,3540.0,788625.0
South Melbourne,16 Mountain St,3,h,1412000.0,SP,Marshall,19/08/2017,1.9,3205.0,3.0,1.0,,128.0,130.0,1880.0,Port Phillip City Council,-37.83731,144.95057,Southern Metropolitan,5943.0,1059000.0
South Morang,3 McArthurs Rd,5,h,597000.0,S,Ray,19/08/2017,20.5,3752.0,5.0,3.0,2.0,582.0,175.0,2000.0,Whittlesea City Council,-37.62292,145.09507,Northern Metropolitan,7969.0,447750.0
St Albans,29 Gillespie Rd,3,h,626000.0,S,YPA,19/08/2017,14.0,3021.0,3.0,1.0,2.0,557.0,138.0,1985.0,Brimbank City Council,-37.73497,144.7864,Western Metropolitan,14042.0,469500.0
Strathmore Heights,7 Caravelle Cr,3,h,1000000.0,S,Considine,19/08/2017,8.2,3041.0,3.0,1.0,2.0,534.0,149.0,1960.0,Moonee Valley City Council,-37.71106,144.89427,Western Metropolitan,389.0,750000.0
Sunshine North,19A Park Dr,3,h,502500.0,S,Douglas,19/08/2017,10.5,3020.0,3.0,1.0,3.0,331.0,123.0,1995.0,Brimbank City Council,-37.75962,144.82596,Western Metropolitan,4217.0,376875.0
Sunshine West,3 Arnold St,3,h,650000.0,S,Douglas,19/08/2017,10.5,3020.0,3.0,1.0,1.0,650.0,117.0,1965.0,Brimbank City Council,-37.78651,144.81357,Western Metropolitan,6763.0,487500.0
